defendant_age,defendant_gender,num_victims,victim_genders,offence_category,offence_subcategory
32,female,1,male,theft,simpleLarceny
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,stealingFromMaster
not known,male,1,indeterminate,royalOffences,coiningOffences
not known,male,1,male,violentTheft,highwayRobbery
not known,male,2,male;male,theft,receiving
not known,female,1,female,miscellaneous,conspiracy
not known,female,1,male,theft,other
not known,male,1,male,kill,murder
21,male,1,female,theft,theftFromPlace
27,male,1,male,deception,fraud
47,male,4,male;male;male;indeterminate,theft,simpleLarceny
not known,female,0,nan,deception,perjury
not known,female,1,male,theft,simpleLarceny
19,male,1,male,theft,theftFromPlace
23,male,1,male,theft,pocketpicking
not known,male,1,female,sexual,assaultWithIntent
not known,male,1,male,theft,grandLarceny
36,female,1,male,breakingPeace,wounding
27,male,2,male;male,theft,simpleLarceny
28,male,1,female,sexual,assaultWithIntent
40,female,1,male,theft,simpleLarceny
not known,female,2,female;female,theft,simpleLarceny
40,female,1,female,theft,theftFromPlace
not known,male,1,male,royalOffences,taxOffences
25,male,1,female,theft,animalTheft
52,male,0,nan,theft,embezzlement
40,male,1,female,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
53,female,1,male,theft,pocketpicking
not known,male,1,male,theft,burglary
not known,male,1,male,theft,grandLarceny
18,male,1,male,theft,embezzlement
not known,female,0,nan,theft,embezzlement
15,male,2,male;male,theft,pocketpicking
28,female,1,male,deception,fraud
not known,male,1,male,theft,grandLarceny
not known,male,2,male;male,theft,grandLarceny
41,male,1,male,breakingPeace,wounding
not known,male,3,male;male;male,theft,theftFromPlace
14,male,1,male,theft,grandLarceny
20,male,1,male,theft,stealingFromMaster
28,male,2,indeterminate;male,royalOffences,coiningOffences
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,grandLarceny
31,male,1,male,theft,grandLarceny
not known,female,0,nan,theft,grandLarceny
40,female,1,male,theft,pocketpicking
not known,male,1,indeterminate,royalOffences,coiningOffences
not known,female,1,male,theft,grandLarceny
32,female,0,nan,royalOffences,coiningOffences
30,male,1,male,breakingPeace,wounding
16,male,1,male,theft,simpleLarceny
not known,male,1,female,sexual,bigamy
16,male,1,male,theft,simpleLarceny
55,male,1,male,kill,manslaughter
not known,male,0,nan,miscellaneous,other
not known,male,1,male,theft,grandLarceny
36,female,1,male,theft,simpleLarceny
not known,male,1,female,sexual,bigamy
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,0,nan,deception,bankrupcy
21,female,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
39,male,1,male,theft,simpleLarceny
48,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,simpleLarceny
33,male,1,female,kill,murder
15,male,1,male,theft,theftFromPlace
13,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,simpleLarceny
not known,male,1,female,theft,burglary
not known,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,grandLarceny
37,male,0,nan,deception,fraud
27,male,1,male,deception,fraud
not known,male,1,male,theft,animalTheft
thirteen,male,1,male,theft,animalTheft
38,female,1,male,theft,grandLarceny
not known,female,1,female,theft,grandLarceny
35,female,1,male,deception,fraud
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,1,female,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
44,female,1,male,damage,arson
20,female,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,0,nan,miscellaneous,other
not known,indeterminate,0,nan,miscellaneous,other
27,male,3,male;male;male,theft,grandLarceny
23,male,1,male,theft,theftFromPlace
29,female,1,male,theft,pocketpicking
not known,female,1,female,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
not known,male,2,male;male,theft,grandLarceny
22,male,1,indeterminate,theft,mail
not known,male,1,male,theft,simpleLarceny
33,male,1,male,theft,simpleLarceny
not known,male,1,male,deception,forgery
34,male,1,indeterminate,theft,mail
53,male,1,male,theft,grandLarceny
not known,male,1,female,violentTheft,highwayRobbery
24,male,1,female,theft,grandLarceny
not known,female,1,female,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
19,male,1,male,theft,simpleLarceny
18,female,1,male,theft,simpleLarceny
18,male,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
42,male,0,nan,theft,receiving
37,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,theftFromPlace
24,male,1,male,theft,simpleLarceny
not known,male,1,male,violentTheft,highwayRobbery
20,male,3,male;male;male,theft,grandLarceny
15,male,2,male;female,theft,simpleLarceny
not known,male,0,nan,royalOffences,coiningOffences
34,male,1,male,theft,burglary
21,male,1,indeterminate,theft,theftFromPlace
21,male,1,indeterminate,theft,mail
25,male,1,male,theft,embezzlement
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
20,male,0,nan,theft,embezzlement
19,male,1,male,theft,housebreaking
26,male,1,male,violentTheft,robbery
not known,female,1,male,theft,grandLarceny
36,male,1,male,kill,manslaughter
not known,female,0,nan,theft,other
not known,female,0,nan,kill,manslaughter
not known,male,1,male,theft,animalTheft
21,male,1,male,theft,grandLarceny
not known,male,2,female;female,theft,grandLarceny
38,female,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,receiving
not known,male,1,male,theft,grandLarceny
not known,female,2,female;male,theft,grandLarceny
19,male,1,male,theft,pocketpicking
19,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,grandLarceny
19,male,1,male,miscellaneous,pervertingJustice
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
26,male,1,male,theft,grandLarceny
19,male,0,nan,theft,embezzlement
not known,male,1,male,theft,grandLarceny
22,male,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,highwayRobbery
17,female,4,male;male;male;male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,highwayRobbery
not known,male,0,nan,miscellaneous,returnFromTransportation
37,male,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,stealingFromMaster
15,male,1,male,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
21,male,1,male,theft,pocketpicking
19,female,1,male,theft,grandLarceny
18,male,1,male,theft,grandLarceny
17,male,1,male,theft,simpleLarceny
22,male,0,nan,royalOffences,coiningOffences
not known,male,0,nan,deception,perjury
not known,male,0,nan,theft,embezzlement
not known,male,1,male,kill,murder
not known,male,1,male,theft,receiving
not known,male,1,male,theft,burglary
not known,male,1,male,theft,shoplifting
17,male,1,male,deception,fraud
49,female,1,female,theft,simpleLarceny
51,male,0,nan,royalOffences,coiningOffences
21,male,1,female,sexual,rape
49,male,1,male,deception,forgery
not known,female,1,male,theft,pocketpicking
not known,female,1,male,theft,simpleLarceny
not known,male,1,female,theft,grandLarceny
24,male,0,nan,deception,forgery
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
20,male,1,male,violentTheft,robbery
21,male,1,male,theft,burglary
41,male,1,female,theft,simpleLarceny
not known,female,1,male,theft,other
35,male,1,male,theft,simpleLarceny
20,male,1,male,violentTheft,robbery
22,male,1,indeterminate,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
48,male,1,male,theft,pocketpicking
not known,male,1,male,theft,pocketpicking
42,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
19,female,1,male,theft,stealingFromMaster
32,female,1,male,theft,simpleLarceny
not known,male,0,nan,theft,embezzlement
not known,male,1,male,theft,receiving
15,male,1,male,theft,embezzlement
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
34,male,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,violentTheft,highwayRobbery
not known,male,1,male,theft,grandLarceny
45,male,0,nan,damage,arson
not known,female,1,male,theft,stealingFromMaster
22,male,1,male,theft,animalTheft
not known,male,2,male;male,violentTheft,highwayRobbery
19,female,0,nan,royalOffences,coiningOffences
11,male,1,male,theft,pocketpicking
31,male,0,nan,sexual,rape
not known,male,1,indeterminate,royalOffences,coiningOffences
not known,male,0,nan,deception,perjury
not known,male,1,male,theft,stealingFromMaster
not known,female,1,male,breakingPeace,wounding
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,animalTheft
not known,male,1,male,kill,murder
not known,male,1,male,theft,shoplifting
71,male,1,male,theft,simpleLarceny
not known,male,0,nan,theft,receiving
twelve,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
31,male,0,nan,royalOffences,coiningOffences
16,female,1,male,theft,simpleLarceny
23,female,0,nan,kill,manslaughter
21,female,1,male,theft,pocketpicking
30,male,2,male;male,theft,grandLarceny
51,male,1,male,violentTheft,robbery
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
not known,female,2,female;male,violentTheft,robbery
25,male,1,female,sexual,rape
15,male,1,male,theft,stealingFromMaster
not known,male,0,nan,royalOffences,seditiousLibel
not known,male,2,female;male,theft,other
21,male,1,male,kill,manslaughter
21,male,1,male,theft,embezzlement
not known,male,1,male,theft,grandLarceny
not known,female,1,female,theft,grandLarceny
36,male,1,male,theft,animalTheft
not known,male,1,male,kill,murder
not known,male,1,male,violentTheft,robbery
25,female,1,male,theft,grandLarceny
47,female,1,female,theft,extortion
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,theftFromPlace
not known,male,0,nan,deception,forgery
18,male,1,female,theft,theftFromPlace
not known,female,1,female,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
29,female,1,male,breakingPeace,wounding
28,female,2,male;male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,theft,embezzlement
not known,female,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,deception,bankrupcy
27,male,1,male,theft,simpleLarceny
not known,male,1,female,sexual,rape
19,male,1,male,theft,simpleLarceny
19,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,deception,fraud
not known,male,1,male,theft,grandLarceny
21,male,1,indeterminate,theft,simpleLarceny
not known,male,0,nan,theft,animalTheft
26,male,1,male,theft,embezzlement
25,male,2,male;female,theft,pocketpicking
not known,male,1,female,theft,burglary
22,male,1,female,theft,theftFromPlace
26,male,1,female,sexual,rape
not known,male,1,male,theft,burglary
not known,female,1,male,deception,fraud
not known,male,1,male,theft,shoplifting
not known,male,1,male,theft,theftFromPlace
not known,male,1,female,sexual,bigamy
30,male,1,male,theft,simpleLarceny
29,male,1,male,violentTheft,highwayRobbery
eighteen,female,1,male,theft,grandLarceny
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
15,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,grandLarceny
42,male,1,female,sexual,bigamy
not known,male,0,nan,theft,embezzlement
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
38,female,1,male,theft,grandLarceny
22,male,2,male;male,theft,theftFromPlace
not known,male,1,male,theft,theftFromPlace
30,male,1,male,theft,grandLarceny
28,female,0,nan,royalOffences,coiningOffences
32,male,1,female,kill,manslaughter
not known,male,1,male,theft,burglary
not known,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,pocketpicking
21,male,1,male,theft,animalTheft
33,male,1,male,theft,stealingFromMaster
not known,male,0,nan,breakingPeace,assault
30,male,1,male,violentTheft,robbery
30,male,1,male,kill,manslaughter
not known,male,2,male;male,deception,forgery
21,male,1,indeterminate,theft,mail
33,male,2,male;male,theft,stealingFromMaster
not known,female,1,male,theft,shoplifting
not known,male,0,nan,deception,perjury
16,female,1,male,theft,stealingFromMaster
not known,male,1,male,breakingPeace,libel
not known,male,1,male,theft,grandLarceny
28,male,0,nan,sexual,bigamy
not known,male,0,nan,theft,embezzlement
not known,male,1,male,theft,other
not known,male,1,male,theft,grandLarceny
40,male,1,male,theft,housebreaking
not known,male,1,female,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,other
not known,male,1,male,theft,grandLarceny
26,male,0,nan,deception,perjury
32,male,1,female,sexual,bigamy
24,male,1,male,deception,fraud
21,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,burglary
20,male,1,male,theft,theftFromPlace
not known,male,1,male,breakingPeace,wounding
20,male,1,female,theft,simpleLarceny
not known,male,1,male,kill,manslaughter
19,male,1,male,theft,pocketpicking
not known,male,1,male,theft,simpleLarceny
not known,male,4,female;male;male;male,theft,burglary
36,male,1,female,sexual,rape
not known,female,1,male,theft,theftFromPlace
not known,female,1,male,theft,burglary
19,female,1,male,theft,simpleLarceny
38,female,1,male,kill,manslaughter
not known,female,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,robbery
24,male,1,female,sexual,bigamy
not known,female,1,male,theft,grandLarceny
27,male,1,male,violentTheft,robbery
37,male,0,nan,theft,embezzlement
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,violentTheft,highwayRobbery
not known,male,1,male,theft,grandLarceny
not known,male,1,male,deception,perjury
not known,male,1,male,kill,murder
40,male,1,male,breakingPeace,wounding
not known,female,1,male,theft,pocketpicking
not known,male,0,nan,deception,forgery
not known,male,0,nan,sexual,rape
not known,female,1,male,theft,stealingFromMaster
54,male,0,nan,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
32,male,0,nan,deception,forgery
not known,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,pocketpicking
40,male,1,male,theft,simpleLarceny
67,female,0,nan,royalOffences,coiningOffences
not known,male,3,male;male;male,theft,animalTheft
not known,male,0,nan,deception,perjury
23,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,shoplifting
23,female,0,nan,miscellaneous,concealingABirth
not known,male,1,male,kill,manslaughter
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,animalTheft
not known,male,1,male,violentTheft,robbery
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
21,female,1,male,theft,simpleLarceny
not known,female,1,male,theft,pocketpicking
34,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,deception,forgery
26,male,1,indeterminate,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,burglary
not known,female,0,nan,theft,receiving
42,male,1,indeterminate,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
43,male,0,nan,deception,forgery
14,male,2,female;male,theft,pocketpicking
not known,male,1,male,theft,burglary
27,male,1,male,theft,grandLarceny
23,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
33,male,1,male,kill,manslaughter
26,female,1,male,theft,shoplifting
40,male,0,nan,royalOffences,coiningOffences
31,male,0,nan,deception,forgery
21,male,1,male,violentTheft,robbery
not known,male,1,male,theft,grandLarceny
15,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,burglary
not known,male,1,male,theft,grandLarceny
23,male,2,male;male,deception,fraud
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,stealingFromMaster
not known,female,0,nan,deception,perjury
not known,female,1,male,theft,grandLarceny
not known,male,2,male;male,theft,pocketpicking
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
18,male,1,male,theft,stealingFromMaster
21,male,1,male,theft,pocketpicking
not known,male,0,nan,sexual,assaultWithSodomiticalIntent
not known,male,0,nan,miscellaneous,returnFromTransportation
not known,female,1,male,theft,other
42,male,0,nan,deception,perjury
not known,male,1,male,theft,simpleLarceny
not known,male,1,female,theft,simpleLarceny
not known,male,1,male,theft,simpleLarceny
14,male,1,male,theft,burglary
23,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,theft,grandLarceny
48,male,1,male,theft,grandLarceny
35,male,1,male,theft,grandLarceny
29,male,1,male,theft,simpleLarceny
30,male,1,male,kill,manslaughter
not known,female,1,male,theft,other
not known,female,1,male,theft,grandLarceny
not known,male,1,male,kill,other
23,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,stealingFromMaster
not known,male,0,nan,royalOffences,coiningOffences
17,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,stealingFromMaster
14,male,1,male,theft,grandLarceny
21,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,burglary
not known,female,1,female,theft,theftFromPlace
23,male,1,male,theft,pocketpicking
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
43,male,1,female,sexual,assaultWithIntent
52,female,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,grandLarceny
29,male,1,female,theft,simpleLarceny
31,male,1,male,theft,stealingFromMaster
29,female,1,male,theft,stealingFromMaster
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,simpleLarceny
not known,male,2,female;male,miscellaneous,kidnapping
37,male,1,male,theft,embezzlement
not known,male,1,male,theft,housebreaking
not known,male,2,male;male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
30,female,1,female,theft,stealingFromMaster
not known,male,1,male,theft,burglary
not known,male,1,male,theft,grandLarceny
36,male,1,indeterminate,deception,fraud
not known,male,2,male;male,theft,pocketpicking
not known,male,1,male,theft,simpleLarceny
17,male,1,male,theft,pocketpicking
36,female,0,nan,royalOffences,coiningOffences
59,female,1,male,theft,simpleLarceny
30,male,2,male;male,theft,simpleLarceny
not known,male,1,male,kill,manslaughter
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
31,male,1,male,theft,stealingFromMaster
not known,male,2,male;female,violentTheft,highwayRobbery
not known,male,0,nan,theft,grandLarceny
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,embezzlement
25,male,1,male,theft,burglary
35,male,1,male,theft,animalTheft
not known,male,1,male,theft,grandLarceny
not known,male,1,male,kill,manslaughter
not known,male,1,male,theft,animalTheft
not known,male,1,female,kill,other
25,male,1,indeterminate,theft,mail
not known,female,0,nan,theft,receiving
20,female,0,nan,royalOffences,coiningOffences
22,female,1,male,theft,stealingFromMaster
19,male,1,male,theft,simpleLarceny
24,male,1,male,theft,simpleLarceny
42,male,1,male,deception,perjury
not known,male,1,male,theft,grandLarceny
58,male,1,male,theft,grandLarceny
not known,male,1,male,theft,other
not known,female,0,nan,sexual,bigamy
not known,male,1,male,theft,grandLarceny
55,male,1,male,theft,embezzlement
31,male,1,indeterminate,theft,mail
not known,male,1,male,theft,grandLarceny
25,male,1,male,theft,simpleLarceny
30,male,0,nan,deception,perjury
32,male,0,nan,royalOffences,coiningOffences
55,male,0,nan,theft,embezzlement
16,male,1,female,sexual,assaultWithIntent
26,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,pocketpicking
not known,male,1,female,theft,theftFromPlace
13,male,0,nan,damage,other
not known,male,2,male;male,theft,burglary
not known,female,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,highwayRobbery
not known,female,3,male;male;male,theft,shoplifting
not known,male,2,male;male,theft,mail
18,male,0,nan,sexual,sodomy
not known,male,1,male,theft,burglary
57,male,2,male;male,theft,grandLarceny
28,female,1,male,theft,pocketpicking
not known,male,2,male;male,theft,grandLarceny
17,female,0,nan,kill,infanticide
not known,male,1,female,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
27,male,1,male,breakingPeace,wounding
15,male,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
31,male,2,female;female,sexual,assaultWithIntent
17,male,1,female,sexual,rape
not known,male,2,male;female,theft,grandLarceny
not known,female,1,female,theft,grandLarceny
not known,male,4,male;male;female;male,theft,burglary
not known,male,1,male,breakingPeace,riot
not known,male,2,male;female,theft,other
23,male,1,male,theft,burglary
not known,male,2,male;male,theft,burglary
19,male,1,male,theft,pocketpicking
not known,male,1,male,theft,embezzlement
23,male,0,nan,miscellaneous,returnFromTransportation
not known,male,1,male,violentTheft,highwayRobbery
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
31,male,1,male,kill,manslaughter
28,female,1,female,theft,stealingFromMaster
not known,male,2,male;male,theft,grandLarceny
32,male,1,male,theft,receiving
not known,male,1,male,theft,theftFromPlace
not known,male,0,nan,theft,embezzlement
49,male,1,female,sexual,bigamy
19,male,1,male,theft,housebreaking
not known,male,2,indeterminate;male,royalOffences,coiningOffences
not known,male,1,male,theft,pocketpicking
19,male,2,male;female,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
31,male,1,indeterminate,theft,mail
33,male,1,indeterminate,theft,mail
18,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,indeterminate,theft,stealingFromMaster
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,burglary
not known,female,1,male,theft,pocketpicking
not known,male,2,female;female,theft,grandLarceny
39,female,1,male,theft,simpleLarceny
15,male,2,male;female,theft,pocketpicking
20,male,1,male,theft,simpleLarceny
not known,male,0,nan,royalOffences,coiningOffences
36,male,1,male,theft,grandLarceny
23,male,1,male,theft,housebreaking
31,male,1,male,theft,embezzlement
not known,male,0,nan,breakingPeace,assault
not known,male,1,male,sexual,sodomy
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,damage,other
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,animalTheft
not known,female,1,male,theft,grandLarceny
59,male,0,nan,miscellaneous,other
25,female,1,male,theft,pocketpicking
50,male,1,indeterminate,deception,bankrupcy
21,male,1,male,theft,stealingFromMaster
39,male,1,male,theft,burglary
not known,female,1,male,theft,grandLarceny
29,male,0,nan,theft,embezzlement
37,male,2,male;male,theft,simpleLarceny
17,female,1,male,theft,stealingFromMaster
not known,male,0,nan,sexual,bigamy
48,male,1,male,deception,fraud
not known,male,0,nan,royalOffences,coiningOffences
not known,female,0,nan,theft,theftFromPlace
not known,male,1,male,theft,receiving
not known,male,1,male,theft,grandLarceny
29,male,2,male;male,theft,grandLarceny
not known,male,0,nan,breakingPeace,assault
not known,female,1,female,theft,grandLarceny
31,male,1,male,violentTheft,robbery
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
26,female,0,nan,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,shoplifting
34,male,1,male,breakingPeace,assault
53,male,0,nan,miscellaneous,returnFromTransportation
not known,male,1,male,theft,simpleLarceny
23,male,1,male,theft,simpleLarceny
not known,male,0,nan,damage,other
not known,male,1,male,theft,theftFromPlace
46,male,3,male;male;male,theft,theftFromPlace
45,male,1,male,theft,grandLarceny
33,male,1,male,theft,pocketpicking
not known,male,1,male,theft,burglary
42,male,2,female;female,sexual,bigamy
44,male,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,other
17,male,0,nan,sexual,sodomy
24,male,1,male,theft,grandLarceny
39,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
21,male,1,male,theft,pocketpicking
not known,male,1,male,violentTheft,highwayRobbery
not known,female,1,male,theft,grandLarceny
about 11 years age,male,1,male,theft,grandLarceny
not known,male,2,male;female,theft,simpleLarceny
not known,female,1,female,theft,simpleLarceny
not known,female,0,nan,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,animalTheft
not known,female,1,male,theft,theftFromPlace
17,male,0,nan,royalOffences,coiningOffences
20,male,1,male,theft,simpleLarceny
33,female,1,male,theft,stealingFromMaster
not known,male,1,male,theft,theftFromPlace
16,male,3,male;male;male,theft,grandLarceny
24,male,1,male,theft,stealingFromMaster
not known,male,1,male,deception,perjury
32,male,1,female,breakingPeace,assault
15,male,1,male,theft,simpleLarceny
29,male,0,nan,deception,forgery
not known,male,0,nan,deception,perjury
44,female,1,male,theft,simpleLarceny
not known,male,1,male,theft,burglary
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,theft,grandLarceny
not known,male,0,nan,royalOffences,coiningOffences
not known,male,1,female,violentTheft,robbery
not known,male,0,nan,deception,perjury
not known,male,2,female;female,sexual,bigamy
21,male,1,male,theft,stealingFromMaster
28,male,0,nan,damage,arson
18,female,0,nan,miscellaneous,concealingABirth
not known,male,1,female,theft,burglary
34,male,0,nan,theft,mail
18,male,1,male,theft,shoplifting
24,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,robbery
18,male,2,male;male,theft,theftFromPlace
54,male,1,female,sexual,rape
not known,male,1,male,theft,grandLarceny
not known,female,1,indeterminate,kill,murder
16,male,1,male,theft,simpleLarceny
not known,female,0,nan,kill,infanticide
not known,male,1,male,theft,animalTheft
not known,male,1,female,kill,murder
32,male,7,male;male;male;male;male;male;male,deception,fraud
17,female,3,male;female;male,theft,burglary
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
24,male,1,male,theft,receiving
21,male,1,male,theft,pocketpicking
46,male,0,nan,deception,fraud
34,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
19,male,1,male,theft,pocketpicking
25,female,1,male,theft,pocketpicking
19,female,1,female,theft,simpleLarceny
45,female,1,male,theft,pocketpicking
not known,male,1,male,theft,extortion
25,male,1,male,theft,animalTheft
not known,male,1,male,theft,simpleLarceny
38,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,stealingFromMaster
not known,female,1,female,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,female,sexual,rape
not known,female,1,male,theft,shoplifting
not known,male,1,male,theft,pettyLarceny
not known,male,0,nan,deception,perjury
not known,female,1,male,theft,grandLarceny
40,female,1,male,theft,simpleLarceny
not known,male,1,female,theft,other
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,grandLarceny
21,male,1,male,theft,simpleLarceny
19,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,animalTheft
23,male,1,male,theft,pocketpicking
not known,female,2,male;female,violentTheft,highwayRobbery
not known,female,1,male,theft,pettyLarceny
30,male,1,male,deception,fraud
not known,male,1,female,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,receiving
not known,male,1,male,breakingPeace,riot
not known,female,1,female,theft,grandLarceny
not known,female,2,male;male,theft,grandLarceny
29,male,0,nan,deception,bankrupcy
not known,male,2,female;male,theft,grandLarceny
not known,male,0,nan,theft,grandLarceny
25,male,1,male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,0,nan,deception,perjury
not known,female,1,male,theft,stealingFromMaster
28,male,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,receiving
not known,male,1,male,theft,grandLarceny
not known,male,1,male,deception,forgery
not known,female,1,male,violentTheft,highwayRobbery
not known,male,1,male,theft,grandLarceny
53,female,1,male,theft,pettyLarceny
34,male,1,female,breakingPeace,wounding
16,female,1,female,royalOffences,coiningOffences
21,male,1,male,theft,pocketpicking
28,male,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,grandLarceny
28,male,3,male;male;male,theft,grandLarceny
not known,female,1,female,violentTheft,robbery
